qseqid	qstart	qend	qlen	sseqid	sstart	send	slen	evalue	length	pident	gaps	gapopen	stitle
BHKEBAIG_00018	25	127	127	phast~~~Vs.6_conserved_hypothetical_protein~~~YP_003858379.1~~~PHAST_304373634	19	120	120	5.02e-41	103	67.0	1	1	phast~~~Vs.6_conserved_hypothetical_protein~~~YP_003858379.1~~~PHAST_304373634 PHAGE_Entero_RB16_NC_014467-gi|304373634|ref|YP_003858379.1| Vs.6 conserved hypothetical protein [Enterobacteria phage RB16]
BHKEBAIG_00091	3	119	140	phast~~~ssDNA_binding_protein~~~YP_009845965.1~~~PHAST_100031	5	123	176	2.28e-52	120	65.8	4	2	phast~~~ssDNA_binding_protein~~~YP_009845965.1~~~PHAST_100031 PHAGE_Pantoe_vB_PagM_PSKM_NC_048767-gi|100031|ref|YP_009845965.1| ssDNA-binding protein [Pantoea phage vB_PagM_PSKM]
BHKEBAIG_00122	4	286	286	phast~~~Beta_lactamase_SHV_2~~~YP_009624869.1~~~PHAST_100022	2	284	286	3.47e-129	283	65.4	0	0	phast~~~Beta_lactamase_SHV_2~~~YP_009624869.1~~~PHAST_100022 PHAGE_Escher_RCS47_NC_042128-gi|100022|ref|YP_009624869.1| Beta-lactamase SHV-2 [Escherichia phage RCS47]
BHKEBAIG_00169	1	320	462	phast~~~signal_recognition_particle_protein~~~YP_009949256.1~~~PHAST_100057	1	320	321	3.50e-187	320	83.8	0	0	phast~~~signal_recognition_particle_protein~~~YP_009949256.1~~~PHAST_100057 PHAGE_Escher_500465_1_NC_049342-gi|100057|ref|YP_009949256.1| signal recognition particle protein [Escherichia phage 500465-1]
BHKEBAIG_00359	1	41	41	phast~~~hypothetical_protein~~~YP_009213780.1~~~PHAST_971760505	1	41	41	3.78e-20	41	85.4	0	0	phast~~~hypothetical_protein~~~YP_009213780.1~~~PHAST_971760505 PHAGE_Mannhe_vB_MhS_1152AP2_NC_028956-gi|971760505|ref|YP_009213780.1| hypothetical protein [Mannheimia phage vB_MhS_1152AP2]
BHKEBAIG_00360	1	289	289	phast~~~putative_antirepressor_protein_Ant~~~YP_003344817.1~~~PHAST_100037	1	289	289	2.71e-174	289	81.3	0	0	phast~~~putative_antirepressor_protein_Ant~~~YP_003344817.1~~~PHAST_100037 PHAGE_Aggreg_S1249_NC_013597-gi|100037|ref|YP_003344817.1| putative antirepressor protein Ant [Aggregatibacter phage S1249]
BHKEBAIG_00380	11	706	706	phast~~~bacteriophage_DNA_packaging_protein;_terminase,_large_subunit~~~YP_001700675.1~~~PHAST_169257299	25	712	712	0.0	702	65.1	20	5	phast~~~bacteriophage_DNA_packaging_protein;_terminase,_large_subunit~~~YP_001700675.1~~~PHAST_169257299 PHAGE_Phage_Gifsy_2_NC_010393-gi|169257299|ref|YP_001700675.1| bacteriophage DNA packaging protein; terminase, large subunit [Phage Gifsy-2]
BHKEBAIG_00382	16	111	111	phast~~~putative_lytic_protein_Rz~~~NP_852751.1~~~PHAST_31544026	15	110	110	8.97e-38	96	67.7	0	0	phast~~~putative_lytic_protein_Rz~~~NP_852751.1~~~PHAST_31544026 PHAGE_Haemop_Aaphi23_NC_004827-gi|31544026|ref|NP_852751.1| putative lytic protein Rz [Haemophilus phage Aaphi23]
BHKEBAIG_00389	3	183	184	phast~~~NinG_recombination_protein~~~YP_003344819.1~~~PHAST_100039	7	184	186	1.12e-94	181	74.0	3	2	phast~~~NinG_recombination_protein~~~YP_003344819.1~~~PHAST_100039 PHAGE_Aggreg_S1249_NC_013597-gi|100039|ref|YP_003344819.1| NinG recombination protein [Aggregatibacter phage S1249]
BHKEBAIG_00406	1	300	303	phast~~~recombinase~~~YP_009193596.1~~~PHAST_970580052	1	302	307	1.37e-147	303	70.6	4	4	phast~~~recombinase~~~YP_009193596.1~~~PHAST_970580052 PHAGE_Mannhe_vB_MhS_587AP2_NC_028743-gi|970580052|ref|YP_009193596.1| recombinase [Mannheimia phage vB_MhS_587AP2]
BHKEBAIG_00412	1	107	107	phast~~~hypothetical_protein~~~NP_852724.1~~~PHAST_31543999	9	115	115	1.11e-54	107	79.4	0	0	phast~~~hypothetical_protein~~~NP_852724.1~~~PHAST_31543999 PHAGE_Haemop_Aaphi23_NC_004827-gi|31543999|ref|NP_852724.1| hypothetical protein [Haemophilus phage Aaphi23]
BHKEBAIG_00413	1	264	264	phast~~~putative_integrase~~~YP_227613.1~~~PHAST_62912537	84	347	348	5.10e-168	264	84.8	0	0	phast~~~putative_integrase~~~YP_227613.1~~~PHAST_62912537 PHAGE_Haemop_Aaphi23_NC_004827-gi|62912537|ref|YP_227613.1| putative integrase [Haemophilus phage Aaphi23]
BHKEBAIG_00653	1	173	175	phast~~~peptidase_component_of_the_HslUV_protease~~~NP_418367.1~~~PHAST_16131770	1	172	176	1.07e-92	173	80.3	1	1	phast~~~peptidase_component_of_the_HslUV_protease~~~NP_418367.1~~~PHAST_16131770 PROPHAGE_Escher_MG1655-gi|16131770|ref|NP_418367.1| peptidase component of the HslUV protease [Escherichia coli str. K-12 substr. MG1655]
BHKEBAIG_00654	1	444	444	phast~~~molecular_chaperone_and_ATPase_component_of_HslUV_protease~~~NP_418366.1~~~PHAST_16131769	1	443	443	5.12e-252	444	80.6	1	1	phast~~~molecular_chaperone_and_ATPase_component_of_HslUV_protease~~~NP_418366.1~~~PHAST_16131769 PROPHAGE_Escher_MG1655-gi|16131769|ref|NP_418366.1| molecular chaperone and ATPase component of HslUV protease [Escherichia coli str. K-12 substr. MG1655]
