qseqid	qstart	qend	qlen	sseqid	sstart	send	slen	evalue	length	pident	gaps	gapopen	stitle
EJFNJEFF_00040	1	534	548	ICEberg~~~ICE_1096~~~YP_004144969.1~~~chaperonin_GroEL_Mesorhizobium_ciceri_biovar_biserrulae_WSM1271	1	533	555	5.02e-247	535	68.2	3	2	ICEberg~~~ICE_1096~~~YP_004144969.1~~~chaperonin_GroEL_Mesorhizobium_ciceri_biovar_biserrulae_WSM1271  ICEberg|1096 gi|7223842013|ref|YP_004144969.1| chaperonin GroEL [Mesorhizobium ciceri biovar biserrulae WSM1271]
EJFNJEFF_00334	1	168	168	ICEberg~~~ICE_987~~~AGK02762.1~~~single-stranded_DNA-binding_protein_Ssb_Mannheimia_haemolytica_M42548	1	150	150	8.27e-75	168	66.7	18	3	ICEberg~~~ICE_987~~~AGK02762.1~~~single-stranded_DNA-binding_protein_Ssb_Mannheimia_haemolytica_M42548  ICEberg|987 gi|7843130654|ref|AGK02762.1| single-stranded DNA-binding protein Ssb [Mannheimia haemolytica M42548]
EJFNJEFF_00353	3	690	709	ICEberg~~~ICE_36~~~ACV96538.1~~~polyribonucleotide_nucleotidyltransferase_Vibrio_fluvialis_Ind1	5	692	708	0.0	688	76.5	0	0	ICEberg~~~ICE_36~~~ACV96538.1~~~polyribonucleotide_nucleotidyltransferase_Vibrio_fluvialis_Ind1  ICEberg|36 gi|259156595|gb|ACV96538.1| polyribonucleotide nucleotidyltransferase [Vibrio fluvialis Ind1]
EJFNJEFF_00370	1	1027	1027	ICEberg~~~ICE_23~~~ACV96447.1~~~type_I_site-specific_deoxyribonuclease,_R_subunit_Vibrio_cholerae_Mex1	1	1037	1037	0.0	1038	74.6	12	3	ICEberg~~~ICE_23~~~ACV96447.1~~~type_I_site-specific_deoxyribonuclease,_R_subunit_Vibrio_cholerae_Mex1  ICEberg|23 gi|259156503|gb|ACV96447.1| type I site-specific deoxyribonuclease, R subunit [Vibrio cholerae Mex1]
EJFNJEFF_00373	3	514	514	ICEberg~~~ICE_23~~~ACV96414.1~~~type_I_restriction-modification_system,_M_subunit_Vibrio_cholerae_Mex1	7	519	524	1.42e-291	513	78.4	1	1	ICEberg~~~ICE_23~~~ACV96414.1~~~type_I_restriction-modification_system,_M_subunit_Vibrio_cholerae_Mex1  ICEberg|23 gi|259156470|gb|ACV96414.1| type I restriction-modification system, M subunit [Vibrio cholerae Mex1]
EJFNJEFF_00404	10	378	378	ICEberg~~~ICE_1010~~~ATB17841.1~~~S-(hydroxymethyl)glutathione_dehydrogenase/class_III_alcohol_dehydrogenase_Pseudomonas_aeruginosa	1	369	369	9.35e-233	369	83.2	0	0	ICEberg~~~ICE_1010~~~ATB17841.1~~~S-(hydroxymethyl)glutathione_dehydrogenase/class_III_alcohol_dehydrogenase_Pseudomonas_aeruginosa  ICEberg|1010 gi|1224956919|ref|ATB17841.1| S-(hydroxymethyl)glutathione dehydrogenase/class III alcohol dehydrogenase [Pseudomonas aeruginosa]
EJFNJEFF_00492	1	1002	1006	ICEberg~~~ICE_37~~~ACV96052.1~~~type_I_restriction-modification_system_restriction_subunit_Providencia_alcalifaciens_Ban1	1	1001	1005	0.0	1006	71.6	9	5	ICEberg~~~ICE_37~~~ACV96052.1~~~type_I_restriction-modification_system_restriction_subunit_Providencia_alcalifaciens_Ban1  ICEberg|37 gi|259156104|gb|ACV96052.1| type I restriction-modification system restriction subunit [Providencia alcalifaciens Ban1]
EJFNJEFF_00495	1	788	790	ICEberg~~~ICE_37~~~ACV96105.1~~~N-6_DNA_methylase_Providencia_alcalifaciens_Ban1	1	798	809	0.0	802	70.0	18	3	ICEberg~~~ICE_37~~~ACV96105.1~~~N-6_DNA_methylase_Providencia_alcalifaciens_Ban1  ICEberg|37 gi|259156157|gb|ACV96105.1| N-6 DNA methylase [Providencia alcalifaciens Ban1]
EJFNJEFF_00554	1	258	258	ICEberg~~~ICE_60~~~CAF29072.1~~~conserved_phage-related_hypothetical_protein_Haemophilus_influenzae	1	258	258	6.56e-200	258	99.6	0	0	ICEberg~~~ICE_60~~~CAF29072.1~~~conserved_phage-related_hypothetical_protein_Haemophilus_influenzae  ICEberg|60 gi|51507321|emb|CAF29072.1| conserved phage-related hypothetical protein [Haemophilus influenzae]
EJFNJEFF_00556	1	635	635	ICEberg~~~ICE_60~~~CAF29070.1~~~conserved_hypothetical_protein_Haemophilus_influenzae	1	635	635	0.0	635	99.7	0	0	ICEberg~~~ICE_60~~~CAF29070.1~~~conserved_hypothetical_protein_Haemophilus_influenzae  ICEberg|60 gi|51507319|emb|CAF29070.1| conserved hypothetical protein [Haemophilus influenzae]
EJFNJEFF_00557	1	234	234	ICEberg~~~ICE_960~~~ANC65590.1~~~hypothetical_protein_Actinobacillus_pleuropneumoniae	1	234	234	4.38e-168	234	97.4	0	0	ICEberg~~~ICE_960~~~ANC65590.1~~~hypothetical_protein_Actinobacillus_pleuropneumoniae  ICEberg|960 gi|9723443480|ref|ANC65590.1| hypothetical protein [Actinobacillus pleuropneumoniae]
EJFNJEFF_00558	1	226	226	ICEberg~~~ICE_60~~~CAF29068.1~~~putative_DNA-binding_protein_Haemophilus_influenzae	7	232	232	1.83e-162	226	100	0	0	ICEberg~~~ICE_60~~~CAF29068.1~~~putative_DNA-binding_protein_Haemophilus_influenzae  ICEberg|60 gi|51507317|emb|CAF29068.1| putative DNA-binding protein [Haemophilus influenzae]
EJFNJEFF_00559	1	53	53	ICEberg~~~ICE_960~~~ANC65588.1~~~hypothetical_protein_Actinobacillus_pleuropneumoniae	1	53	53	8.73e-28	53	92.5	0	0	ICEberg~~~ICE_960~~~ANC65588.1~~~hypothetical_protein_Actinobacillus_pleuropneumoniae  ICEberg|960 gi|9723443478|ref|ANC65588.1| hypothetical protein [Actinobacillus pleuropneumoniae]
EJFNJEFF_00560	1	95	95	ICEberg~~~ICE_60~~~CAF29067.1~~~hypothetical_protein_Haemophilus_influenzae	11	105	105	4.91e-68	95	100	0	0	ICEberg~~~ICE_60~~~CAF29067.1~~~hypothetical_protein_Haemophilus_influenzae  ICEberg|60 gi|51507316|emb|CAF29067.1| hypothetical protein [Haemophilus influenzae]
EJFNJEFF_00561	1	63	63	ICEberg~~~ICE_960~~~ANC65586.1~~~hypothetical_protein_Actinobacillus_pleuropneumoniae	1	63	63	9.30e-43	63	100	0	0	ICEberg~~~ICE_960~~~ANC65586.1~~~hypothetical_protein_Actinobacillus_pleuropneumoniae  ICEberg|960 gi|9723443476|ref|ANC65586.1| hypothetical protein [Actinobacillus pleuropneumoniae]
EJFNJEFF_00562	1	196	196	ICEberg~~~ICE_960~~~ANC65585.1~~~gamma-delta_resolvase_Actinobacillus_pleuropneumoniae	1	196	196	2.48e-137	196	100	0	0	ICEberg~~~ICE_960~~~ANC65585.1~~~gamma-delta_resolvase_Actinobacillus_pleuropneumoniae  ICEberg|960 gi|9723443475|ref|ANC65585.1| gamma-delta resolvase [Actinobacillus pleuropneumoniae]
EJFNJEFF_00563	1	147	147	ICEberg~~~ICE_960~~~ANC65584.1~~~hypothetical_protein_Actinobacillus_pleuropneumoniae	1	147	147	9.06e-107	147	100	0	0	ICEberg~~~ICE_960~~~ANC65584.1~~~hypothetical_protein_Actinobacillus_pleuropneumoniae  ICEberg|960 gi|9723443474|ref|ANC65584.1| hypothetical protein [Actinobacillus pleuropneumoniae]
EJFNJEFF_00564	1	253	253	ICEberg~~~ICE_960~~~ANC65583.1~~~N-6_DNA_methylase_Actinobacillus_pleuropneumoniae	1	253	253	1.22e-188	253	100	0	0	ICEberg~~~ICE_960~~~ANC65583.1~~~N-6_DNA_methylase_Actinobacillus_pleuropneumoniae  ICEberg|960 gi|9723443473|ref|ANC65583.1| N-6 DNA methylase [Actinobacillus pleuropneumoniae]
EJFNJEFF_00565	1	317	317	ICEberg~~~ICE_960~~~ANC65582.1~~~DNA_primase_TraC_Actinobacillus_pleuropneumoniae	1	317	317	9.29e-241	317	100	0	0	ICEberg~~~ICE_960~~~ANC65582.1~~~DNA_primase_TraC_Actinobacillus_pleuropneumoniae  ICEberg|960 gi|9723443472|ref|ANC65582.1| DNA primase TraC [Actinobacillus pleuropneumoniae]
EJFNJEFF_00566	1	52	52	ICEberg~~~ICE_960~~~ANC65581.1~~~hypothetical_protein_Actinobacillus_pleuropneumoniae	1	52	52	1.24e-31	52	100	0	0	ICEberg~~~ICE_960~~~ANC65581.1~~~hypothetical_protein_Actinobacillus_pleuropneumoniae  ICEberg|960 gi|9723443471|ref|ANC65581.1| hypothetical protein [Actinobacillus pleuropneumoniae]
EJFNJEFF_00567	1	82	82	ICEberg~~~ICE_960~~~ANC65580.1~~~hypothetical_protein_Actinobacillus_pleuropneumoniae	1	82	82	7.60e-55	82	100	0	0	ICEberg~~~ICE_960~~~ANC65580.1~~~hypothetical_protein_Actinobacillus_pleuropneumoniae  ICEberg|960 gi|9723443470|ref|ANC65580.1| hypothetical protein [Actinobacillus pleuropneumoniae]
EJFNJEFF_00568	1	77	77	ICEberg~~~ICE_60~~~CAF29063.1~~~conserved_hypothetical_protein_Haemophilus_influenzae	1	77	77	6.22e-54	77	100	0	0	ICEberg~~~ICE_60~~~CAF29063.1~~~conserved_hypothetical_protein_Haemophilus_influenzae  ICEberg|60 gi|51507312|emb|CAF29063.1| conserved hypothetical protein [Haemophilus influenzae]
EJFNJEFF_00569	1	118	118	ICEberg~~~ICE_960~~~ANC65578.1~~~hypothetical_protein_Actinobacillus_pleuropneumoniae	1	118	118	8.51e-80	118	100	0	0	ICEberg~~~ICE_960~~~ANC65578.1~~~hypothetical_protein_Actinobacillus_pleuropneumoniae  ICEberg|960 gi|9723443468|ref|ANC65578.1| hypothetical protein [Actinobacillus pleuropneumoniae]
EJFNJEFF_00570	1	145	145	ICEberg~~~ICE_960~~~ANC65577.1~~~hypothetical_protein_Actinobacillus_pleuropneumoniae	1	145	145	2.41e-101	145	100	0	0	ICEberg~~~ICE_960~~~ANC65577.1~~~hypothetical_protein_Actinobacillus_pleuropneumoniae  ICEberg|960 gi|9723443467|ref|ANC65577.1| hypothetical protein [Actinobacillus pleuropneumoniae]
EJFNJEFF_00571	1	313	313	ICEberg~~~ICE_960~~~ANC65576.1~~~TraU_protein_Actinobacillus_pleuropneumoniae	1	313	313	4.98e-243	313	100	0	0	ICEberg~~~ICE_960~~~ANC65576.1~~~TraU_protein_Actinobacillus_pleuropneumoniae  ICEberg|960 gi|9723443466|ref|ANC65576.1| TraU protein [Actinobacillus pleuropneumoniae]
EJFNJEFF_00572	1	666	666	ICEberg~~~ICE_60~~~CAF29059.1~~~putative_exported_protein_precursor_Haemophilus_influenzae	1	666	666	0.0	666	100	0	0	ICEberg~~~ICE_60~~~CAF29059.1~~~putative_exported_protein_precursor_Haemophilus_influenzae  ICEberg|60 gi|51507308|emb|CAF29059.1| putative exported protein precursor [Haemophilus influenzae]
EJFNJEFF_00573	1	135	135	ICEberg~~~ICE_60~~~CAF29058.1~~~hypothetical_exported_protein_Haemophilus_influenzae	1	135	135	1.68e-94	135	100	0	0	ICEberg~~~ICE_60~~~CAF29058.1~~~hypothetical_exported_protein_Haemophilus_influenzae  ICEberg|60 gi|51507307|emb|CAF29058.1| hypothetical exported protein [Haemophilus influenzae]
EJFNJEFF_00574	1	59	59	ICEberg~~~ICE_960~~~ANC65573.1~~~hypothetical_protein_Actinobacillus_pleuropneumoniae	1	59	59	6.36e-37	59	89.8	0	0	ICEberg~~~ICE_960~~~ANC65573.1~~~hypothetical_protein_Actinobacillus_pleuropneumoniae  ICEberg|960 gi|9723443463|ref|ANC65573.1| hypothetical protein [Actinobacillus pleuropneumoniae]
EJFNJEFF_00575	1	286	286	ICEberg~~~ICE_60~~~CAF29065.1~~~beta-lactamase_TEM_precursor_Haemophilus_influenzae	1	286	286	2.89e-208	286	100	0	0	ICEberg~~~ICE_60~~~CAF29065.1~~~beta-lactamase_TEM_precursor_Haemophilus_influenzae  ICEberg|60 gi|51507314|emb|CAF29065.1| beta-lactamase TEM precursor [Haemophilus influenzae]
EJFNJEFF_00576	1	185	185	ICEberg~~~ICE_60~~~CAF29066.1~~~transposon_Tn3_resolvase_Haemophilus_influenzae	1	185	185	8.40e-126	185	100	0	0	ICEberg~~~ICE_60~~~CAF29066.1~~~transposon_Tn3_resolvase_Haemophilus_influenzae  ICEberg|60 gi|51507315|emb|CAF29066.1| transposon Tn3 resolvase [Haemophilus influenzae]
EJFNJEFF_00578	1	109	109	ICEberg~~~ICE_60~~~CAF29057.1~~~hypothetical_membrane_protein_Haemophilus_influenzae	1	109	109	1.41e-76	109	100	0	0	ICEberg~~~ICE_60~~~CAF29057.1~~~hypothetical_membrane_protein_Haemophilus_influenzae  ICEberg|60 gi|51507306|emb|CAF29057.1| hypothetical membrane protein [Haemophilus influenzae]
EJFNJEFF_00579	1	497	497	ICEberg~~~ICE_60~~~CAF29056.1~~~Putative_membrane_protein_Haemophilus_influenzae	1	497	497	0.0	497	100	0	0	ICEberg~~~ICE_60~~~CAF29056.1~~~Putative_membrane_protein_Haemophilus_influenzae  ICEberg|60 gi|51507305|emb|CAF29056.1| Putative membrane protein [Haemophilus influenzae]
EJFNJEFF_00580	1	107	107	ICEberg~~~ICE_60~~~CAF29055.1~~~hypothetical_membrane_protein_Haemophilus_influenzae	1	107	107	3.12e-70	107	100	0	0	ICEberg~~~ICE_60~~~CAF29055.1~~~hypothetical_membrane_protein_Haemophilus_influenzae  ICEberg|60 gi|51507304|emb|CAF29055.1| hypothetical membrane protein [Haemophilus influenzae]
EJFNJEFF_00581	1	147	147	ICEberg~~~ICE_960~~~ANC65569.1~~~hypothetical_protein_Actinobacillus_pleuropneumoniae	1	147	147	4.85e-111	147	100	0	0	ICEberg~~~ICE_960~~~ANC65569.1~~~hypothetical_protein_Actinobacillus_pleuropneumoniae  ICEberg|960 gi|9723443459|ref|ANC65569.1| hypothetical protein [Actinobacillus pleuropneumoniae]
EJFNJEFF_00582	1	956	956	ICEberg~~~ICE_960~~~ANC65568.1~~~F_pilus_assembly_Type-IV_secretion_system_for_plasmid_transfer_Actinobacillus_pleuropneumoniae	1	956	956	0.0	956	99.9	0	0	ICEberg~~~ICE_960~~~ANC65568.1~~~F_pilus_assembly_Type-IV_secretion_system_for_plasmid_transfer_Actinobacillus_pleuropneumoniae  ICEberg|960 gi|9723443458|ref|ANC65568.1| F pilus assembly Type-IV secretion system for plasmid transfer [Actinobacillus pleuropneumoniae]
EJFNJEFF_00583	1	135	135	ICEberg~~~ICE_60~~~CAF29052.1~~~putative_lipoprotein_precursor_Haemophilus_influenzae	1	135	135	2.48e-96	135	99.3	0	0	ICEberg~~~ICE_60~~~CAF29052.1~~~putative_lipoprotein_precursor_Haemophilus_influenzae  ICEberg|60 gi|51507301|emb|CAF29052.1| putative lipoprotein precursor [Haemophilus influenzae]
EJFNJEFF_00584	1	466	466	ICEberg~~~ICE_60~~~CAF29051.1~~~putative_exported_protein_precursor_Haemophilus_influenzae	1	466	466	0.0	466	97.0	0	0	ICEberg~~~ICE_60~~~CAF29051.1~~~putative_exported_protein_precursor_Haemophilus_influenzae  ICEberg|60 gi|51507300|emb|CAF29051.1| putative exported protein precursor [Haemophilus influenzae]
EJFNJEFF_00585	1	289	289	ICEberg~~~ICE_960~~~ANC65565.1~~~hypothetical_protein_Actinobacillus_pleuropneumoniae	1	289	289	2.02e-205	289	99.3	0	0	ICEberg~~~ICE_960~~~ANC65565.1~~~hypothetical_protein_Actinobacillus_pleuropneumoniae  ICEberg|960 gi|9723443455|ref|ANC65565.1| hypothetical protein [Actinobacillus pleuropneumoniae]
EJFNJEFF_00586	1	214	214	ICEberg~~~ICE_960~~~ANC65564.1~~~hypothetical_protein_Actinobacillus_pleuropneumoniae	1	214	214	1.61e-160	214	98.6	0	0	ICEberg~~~ICE_960~~~ANC65564.1~~~hypothetical_protein_Actinobacillus_pleuropneumoniae  ICEberg|960 gi|9723443454|ref|ANC65564.1| hypothetical protein [Actinobacillus pleuropneumoniae]
