qseqid	qstart	qend	qlen	sseqid	sstart	send	slen	evalue	length	pident	gaps	gapopen	stitle
OMBLIMKG_00021	25	127	127	phast~~~Vs.6_conserved_hypothetical_protein~~~YP_003858379.1~~~PHAST_304373634	19	120	120	3.53e-41	103	67.0	1	1	phast~~~Vs.6_conserved_hypothetical_protein~~~YP_003858379.1~~~PHAST_304373634 PHAGE_Entero_RB16_NC_014467-gi|304373634|ref|YP_003858379.1| Vs.6 conserved hypothetical protein [Enterobacteria phage RB16]
OMBLIMKG_00085	1	533	533	phast~~~orf35~~~NP_536842.1~~~PHAST_17981851	1	533	533	0.0	533	98.7	0	0	phast~~~orf35~~~NP_536842.1~~~PHAST_17981851 PHAGE_Haemop_HP2_NC_003315-gi|17981851|ref|NP_536842.1| orf35 [Haemophilus phage HP2]
OMBLIMKG_00086	1	186	186	phast~~~orf34~~~NP_536841.1~~~PHAST_17981850	1	186	186	1.76e-119	186	97.8	0	0	phast~~~orf34~~~NP_536841.1~~~PHAST_17981850 PHAGE_Haemop_HP2_NC_003315-gi|17981850|ref|NP_536841.1| orf34 [Haemophilus phage HP2]
OMBLIMKG_00087	1	255	255	phast~~~orf33~~~NP_536840.1~~~PHAST_17981849	1	255	255	7.81e-173	255	98.8	0	0	phast~~~orf33~~~NP_536840.1~~~PHAST_17981849 PHAGE_Haemop_HP2_NC_003315-gi|17981849|ref|NP_536840.1| orf33 [Haemophilus phage HP2]
OMBLIMKG_00088	1	86	89	phast~~~hypothetical_protein~~~YP_003961.1~~~PHAST_45862234	1	85	86	2.43e-43	86	74.4	1	1	phast~~~hypothetical_protein~~~YP_003961.1~~~PHAST_45862234 PHAGE_Haemop_Aaphi23_NC_004827-gi|45862234|ref|YP_003961.1| hypothetical protein [Haemophilus phage Aaphi23]
OMBLIMKG_00092	1	814	893	phast~~~hypothetical_protein~~~NP_043502.1~~~PHAST_9628637	1	809	925	0.0	821	71.5	19	5	phast~~~hypothetical_protein~~~NP_043502.1~~~PHAST_9628637 PHAGE_Haemop_HP1_NC_001697-gi|9628637|ref|NP_043502.1| hypothetical protein [Haemophilus phage HP1]
OMBLIMKG_00093	1	174	174	phast~~~hypothetical_protein~~~NP_043501.1~~~PHAST_9628636	1	174	174	3.96e-126	174	97.7	0	0	phast~~~hypothetical_protein~~~NP_043501.1~~~PHAST_9628636 PHAGE_Haemop_HP1_NC_001697-gi|9628636|ref|NP_043501.1| hypothetical protein [Haemophilus phage HP1]
OMBLIMKG_00094	8	389	389	phast~~~orf29~~~NP_536836.1~~~PHAST_17981845	1	382	382	1.76e-262	382	92.7	0	0	phast~~~orf29~~~NP_536836.1~~~PHAST_17981845 PHAGE_Haemop_HP2_NC_003315-gi|17981845|ref|NP_536836.1| orf29 [Haemophilus phage HP2]
OMBLIMKG_00095	1	111	111	phast~~~hypothetical_protein~~~NP_043499.1~~~PHAST_9628634	1	111	111	2.17e-68	111	95.5	0	0	phast~~~hypothetical_protein~~~NP_043499.1~~~PHAST_9628634 PHAGE_Haemop_HP1_NC_001697-gi|9628634|ref|NP_043499.1| hypothetical protein [Haemophilus phage HP1]
OMBLIMKG_00096	1	758	758	phast~~~orf27~~~NP_536834.1~~~PHAST_17981843	1	709	709	0.0	758	76.6	49	2	phast~~~orf27~~~NP_536834.1~~~PHAST_17981843 PHAGE_Haemop_HP2_NC_003315-gi|17981843|ref|NP_536834.1| orf27 [Haemophilus phage HP2]
OMBLIMKG_00097	1	102	102	phast~~~orf26~~~NP_536833.1~~~PHAST_17981842	1	102	102	8.56e-64	102	98.0	0	0	phast~~~orf26~~~NP_536833.1~~~PHAST_17981842 PHAGE_Haemop_HP2_NC_003315-gi|17981842|ref|NP_536833.1| orf26 [Haemophilus phage HP2]
