qseqid	qstart	qend	qlen	sseqid	sstart	send	slen	evalue	length	pident	gaps	gapopen	stitle
HFACCJHN_00023	25	127	127	phast~~~Vs.6_conserved_hypothetical_protein~~~YP_003858379.1~~~PHAST_304373634	19	120	120	5.02e-41	103	67.0	1	1	phast~~~Vs.6_conserved_hypothetical_protein~~~YP_003858379.1~~~PHAST_304373634 PHAGE_Entero_RB16_NC_014467-gi|304373634|ref|YP_003858379.1| Vs.6 conserved hypothetical protein [Enterobacteria phage RB16]
HFACCJHN_00147	1	159	161	phast~~~SsrA_binding_protein~~~YP_009949245.1~~~PHAST_100046	1	160	160	3.78e-88	160	78.8	1	1	phast~~~SsrA_binding_protein~~~YP_009949245.1~~~PHAST_100046 PHAGE_Escher_500465_1_NC_049342-gi|100046|ref|YP_009949245.1| SsrA-binding protein [Escherichia phage 500465-1]
HFACCJHN_00174	19	149	150	phast~~~deoxyuridine_5'_triphosphate_nucleotidohydrolase~~~YP_008239432.1~~~PHAST_526003472	17	147	149	1.46e-59	131	66.4	0	0	phast~~~deoxyuridine_5'_triphosphate_nucleotidohydrolase~~~YP_008239432.1~~~PHAST_526003472 PHAGE_Salmon_SP_058_NC_021772-gi|526003472|ref|YP_008239432.1| deoxyuridine 5'-triphosphate nucleotidohydrolase [Salmonella phage FSL SP-058]
HFACCJHN_00231	1	283	283	phast~~~thymidylate_synthase~~~YP_009598659.1~~~PHAST_100068	1	283	283	1.21e-174	283	79.2	0	0	phast~~~thymidylate_synthase~~~YP_009598659.1~~~PHAST_100068 PHAGE_Vibrio_SSP002_NC_041910-gi|100068|ref|YP_009598659.1| thymidylate synthase [Vibrio phage SSP002]
HFACCJHN_00445	16	574	591	phast~~~terminase_ATPase_subunit~~~YP_009207755.1~~~PHAST_971753865	33	596	612	6.66e-271	564	65.4	5	4	phast~~~terminase_ATPase_subunit~~~YP_009207755.1~~~PHAST_971753865 PHAGE_Mannhe_vB_MhM_587AP1_NC_028898-gi|971753865|ref|YP_009207755.1| terminase ATPase subunit [Mannheimia phage vB_MhM_587AP1]
HFACCJHN_00469	1	200	200	phast~~~tail_collar~~~NP_536839.1~~~PHAST_17981848	1	200	210	2.74e-123	200	91.5	0	0	phast~~~tail_collar~~~NP_536839.1~~~PHAST_17981848 PHAGE_Haemop_HP2_NC_003315-gi|17981848|ref|NP_536839.1| tail collar [Haemophilus phage HP2]
HFACCJHN_00472	6	281	281	phast~~~hypothetical_protein~~~YP_007002961.1~~~PHAST_418489077	3	277	277	1.33e-153	276	73.2	1	1	phast~~~hypothetical_protein~~~YP_007002961.1~~~PHAST_418489077 PHAGE_Haemop_SuMu_NC_019455-gi|418489077|ref|YP_007002961.1| hypothetical protein [Haemophilus phage SuMu]
HFACCJHN_00486	1	72	80	phast~~~hypothetical_protein~~~YP_009207790.1~~~PHAST_971753900	1	72	90	1.21e-30	72	68.1	0	0	phast~~~hypothetical_protein~~~YP_009207790.1~~~PHAST_971753900 PHAGE_Mannhe_vB_MhM_587AP1_NC_028898-gi|971753900|ref|YP_009207790.1| hypothetical protein [Mannheimia phage vB_MhM_587AP1]
HFACCJHN_00494	1	69	69	phast~~~hypothetical_protein~~~NP_043480.1~~~PHAST_9628615	1	69	69	1.04e-40	69	89.9	0	0	phast~~~hypothetical_protein~~~NP_043480.1~~~PHAST_9628615 PHAGE_Haemop_HP1_NC_001697-gi|9628615|ref|NP_043480.1| hypothetical protein [Haemophilus phage HP1]
HFACCJHN_00495	1	151	173	phast~~~putative_DNA_binding_protein~~~NP_043481.1~~~PHAST_9628616	1	161	163	2.63e-85	161	82.0	10	1	phast~~~putative_DNA_binding_protein~~~NP_043481.1~~~PHAST_9628616 PHAGE_Haemop_HP1_NC_001697-gi|9628616|ref|NP_043481.1| putative DNA binding protein [Haemophilus phage HP1]
